name,location,manufacturer,designer,type,model,track_layout,status,lift_launch,latitude,longitude,open_year,close_year,height,length,drop,max_angle,inversions,speed,restriction_low,restriction_up,gforce,duration,riders_per_hour,riders_per_train
Joris en de Draak,,Great Coasters International,,Wood,racing,,operating,lift,51.6469,5.0525,2010,,24.9936,246.888,7.315200000000001,,0,74.56,1.1,,,120.0,1750.0,24.0
Little Dipper (Six Flags Great America),Six Flags Great America,Philadelphia Toboggan Coasters,Herbert Schmeck,Wood,junior,,,lift,,,2010,2009.0,8.5344,213.36,7.315200000000001,,0,40.0,,,,50.0,,16.0
The Monster (Walygator Parc),Walygator Parc,Bolliger & Mabillard,Werner Stengel,Steel,inverted,,,,49.2299,6.1581,2010,2007.0,40.02024000000001,1199.9976000000001,,,6,89.44,1.4000000000000001,,,148.0,,32.0
Raptor Attack,Lightwater Valley,Anton Schwarzkopf,Werner Stengel,Steel,wildcat,,closed,lift,54.1739,-1.5687,2010,,15.24,559.9176,10.668000000000001,,0,64.0,1.2,,,85.0,,4.0
RC Racer,,Intamin,Walt Disney Imagineering,Steel,half pipe,hot wheels,,launch,,,2010,,24.9936,24.9936,,,0,,1.2,,,,,20.0
Revenge of the Mummy,,Premier Rides,Universal Creative,Steel,,,,launch,,,2010,2022.0,13.53312,,,50.0,0,64.0,1.2192,,,,,16.0
Sky Rocket,Kennywood Park,Premier Rides,,Steel,,,operating,launch,40.3864,-79.8647,2010,,28.956000000000003,640.08,,90.0,3,80.0,1.3208000000000002,,0.8,65.0,,12.0
Space Fantasy – The Ride,Universal Studios Japan,Mack Rides,Universal Creative,Steel,custom,,operating,launch,34.6653,135.4357,2010,,7.010400000000001,178.30800000000002,,,0,,1.02,,,275.0,1920.0,8.0
Thirteen ,Alton Towers,Intamin,,Steel,custom,,operating,lift,52.9847,-1.8904,2010,,19.99488,755.904,18.288,,0,67.2,1.20142,1.9608800000000002,3.2,100.0,1400.0,20.0
Viking Voyage,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",,,Other,,,operating,,28.3303,-81.5147,2010,,,,,,0,,,,,,,
Woodstock Express (Carowinds),Carowinds,Philadelphia Toboggan Coasters,John C. Allen,Wood,144a,,operating,lift,35.101,-80.9394,2010,,12.192,413.3088,10.668000000000001,,0,57.6,1.016,,,60.0,1250.0,
Woodstock Express (Kings Island),Kings Island,Philadelphia Toboggan Coasters,John C. Allen,Wood,,figure 8,operating,lift,39.3432,-84.2693,2010,,11.76528,411.48,9.144,,0,56.0,1.016,,,90.0,1200.0,20.0
Accelerator ,Drayton Manor,Vekoma,Meticulous ltd,Steel,boomerang,,operating,lift,52.6108,-1.7134,2011,,19.99488,54.864000000000004,,,0,59.68,1.0,,3.0,,750.0,
Astro Storm,,Zierer,Werner Stengel,Steel,custom,,,lift,,,2011,2008.0,,454.15200000000004,17.9832,36.0,0,59.2,1.2192,,2.6,90.0,,
Black Diamond ,Knoebels Amusement Resort,Philadelphia Toboggan Coasters,John C. Allen,Steel,,,operating,,40.8797,-76.5068,2011,,10.668000000000001,,,,0,,1.0668000000000002,,,,,
Blue Flyer,Blackpool Pleasure Beach,,Charlie Paige,Other,,,operating,,53.7902,-3.0539,2011,,4.572,,,,0,,,,,60.0,,20.0
BomBora (Lagoon),Lagoon,Lagoon,Art Engineering[1],Steel,,,operating,,40.9855,-111.8923,2011,,13.716000000000001,316.992,,,0,49.6,0.9144,,,,,16.0
BuzzSaw ,Dreamworld,Maurer AG,,Steel,custom,,closed,lift,-27.8623,153.3149,2011,2021.0,46.20768,45.72,,360.0,2,104.32000000000001,1.3,,5.0,50.0,600.0,12.0
Cheetah Hunt,Busch Gardens Tampa Bay,Intamin,,Steel,,,operating,launch,28.0342,-82.42,2011,,31.0896,1349.9592,39.624,,1,96.0,,,4.0,,,16.0
Cosmic Coaster (Valleyfair),Valleyfair,Zamperla,,Steel,powered,,,,,,2011,2010.0,4.2672,65.532,,,0,24.0,,,,150.0,,16.0
Dare Devil Dive,Six Flags Over Georgia,Gerstlauer,,Steel,euro-fighter,,operating,lift,33.7703,-84.5479,2011,,28.956000000000003,639.7752,,95.0,3,83.2,1.2192,,,100.0,,6.0
Eurofighter (Zoosafari Fasanolandia),Zoosafari Fasanolandia,Gerstlauer,,Steel,,,operating,,40.8303,17.3398,2011,,23.0124,120.396,,97.0,2,69.60000000000001,,,,,,8.0
Gotham City Gauntlet: Escape from Arkham Asylum,,Maurer AG,Ingenieur Buro Stengel GmbH,Steel,,wild mouse,,,,,2011,2009.0,15.0114,369.99672000000004,,46.0,0,44.800000000000004,1.1684,,,92.0,900.0,
Green Lantern (Six Flags Great Adventure),Six Flags Great Adventure,Bolliger & Mabillard,Werner Stengel,Steel,stand-up,,,lift,,,2011,2009.0,46.9392,1266.444,43.891200000000005,45.0,5,100.80000000000001,1.3716,,,150.0,1556.0,28.0
Green Lantern Coaster,Warner Bros. Movie World,S&S – Sansei Technologies,,Steel,el loco,,operating,lift,-27.9073,153.3136,2011,,33.009840000000004,148.7424,,120.5,2,65.60000000000001,1.4000000000000001,,3.5,67.0,,8.0
Hair Raiser,Ocean Park Hong Kong,Bolliger & Mabillard,,Steel,floorless,twister,operating,lift,22.2357,114.1725,2011,,34.99104,850.0262400000001,,,4,87.52000000000001,1.4000000000000001,,4.0,60.0,,
Krake,Heide Park,Bolliger & Mabillard,,Steel,dive,out and back,operating,lift,53.0247,9.879,2011,,40.9956,145.0848,,87.0,1,102.4,1.4000000000000001,,,,,18.0
Lego Technic Test Track,,Mack Rides,,Steel,,wild mouse,,lift,,,2011,,15.78864,121.92,4.63296,,0,56.0,,,,95.0,,4.0
New Texas Giant,Six Flags Over Texas,Rocky Mountain Construction,Alan Schilke,Steel,i-box,,operating,lift,32.7564,-97.0731,2011,,46.6344,1280.16,44.805600000000005,79.0,0,104.0,1.2192,,4.2,205.0,1600.0,24.0
Raptor (Gardaland),Gardaland,Bolliger & Mabillard,,Steel,wing,twister,operating,lift,45.4571,10.7119,2011,,33.009840000000004,770.01624,,65.0,3,89.44,1.4000000000000001,1.95,,60.0,,28.0
RC Racer,,Intamin,Walt Disney Imagineering,Steel,half pipe,hot wheels,,launch,,,2011,,24.9936,24.9936,,,0,,1.2,,,,,20.0
Road Runner Express (Six Flags Magic Mountain),Six Flags Magic Mountain,Vekoma,,Steel,junior,,,lift,,,2011,2005.0,8.50392,207.02016000000003,,,0,34.72,0.9144,,,44.0,780.0,16.0
Sky Scrapper,World Joyland,Bolliger & Mabillard,,Steel,flying,,operating,lift,31.4975,120.0411,2011,,40.02024000000001,854.9944800000001,31.79064,,5,87.52000000000001,1.4000000000000001,,3.3,126.0,,28.0
Soarin' Eagle,,Zamperla,Werner Stengel,Steel,custom,,,lift,,,2011,2007.0,15.24,390.99744,5.1816,31.0,2,41.120000000000005,1.3208000000000002,,3.3,48.0,500.0,4.0
Takabisha,Fuji-Q Highland,Gerstlauer,,Steel,custom,,operating,launch,35.4853,138.78,2011,,43.00728,304.8,12.8016,121.0,7,99.36000000000001,1.25,,,160.0,,
Tiger Express ,,Mack Rides,,Steel,,wild mouse,,,,,2011,2010.0,13.99032,112.77600000000001,,,0,44.800000000000004,,,,85.0,1120.0,4.0
Timber Drop,Fraispertuis City,S&S – Sansei Technologies,,Steel,el loco,,operating,,48.3242,6.7295,2011,,29.260800000000003,,,113.1,2,65.60000000000001,1.2,,,80.0,,
Untamed ,Canobie Lake Park,Gerstlauer,,Steel,euro-fighter,custom,operating,lift,42.7962,-71.249,2011,,21.945600000000002,359.96880000000004,,97.0,3,70.4,1.2192,,4.5,51.0,850.0,
Van Helsing's Factory,Movie Park Germany,Gerstlauer,,Steel,bobsled,,operating,lift,51.6221,6.9752,2011,,7.98576,121.92,,,0,35.839999999999996,1.2,,4.0,110.0,848.0,36.0
Vipère ,,Intamin,Werner Stengel,Steel,custom,,,,,,2011,2017.0,32.6136,251.46,,,0,59.2,1.3208000000000002,1.9558000000000002,,,,8.0
Wood Coaster (Mountain Flyer),OCT East,Great Coasters International,,Wood,,,operating,lift,22.6145,114.2968,2011,,44.805600000000005,1468.2216,39.9288,,0,97.92000000000002,,,,,950.0,24.0
Wooden Warrior,Quassy Amusement Park,The Gravity Group,,Wood,,,operating,lift,41.5264,-73.1509,2011,,10.668000000000001,365.76,13.716000000000001,,0,56.0,1.016,,,,,12.0
Zippin Pippin,,The Gravity Group,John A. Miller,Wood,,custom,,lift,,,2011,2005.0,21.336000000000002,873.2520000000001,21.336000000000002,64.0,0,64.0,1.2192,,,118.0,,
Arkham Asylum – Shock Therapy,Warner Bros. Movie World,Vekoma,Vekoma,Steel,suspended looping,,closed,lift,-27.9083,153.3119,2012,2019.0,33.314640000000004,233.17200000000003,,,5,87.52000000000001,1.4000000000000001,,4.0,102.0,1010.0,20.0
The Barnstormer,Magic Kingdom,Vekoma,Walt Disney Imagineering,Steel,junior,,operating,lift,28.4205,-81.5784,2012,2011.0,9.11352,63.0936,,,0,40.0,0.8890000000000001,,,60.0,,16.0
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,Vekoma,Walt Disney Imagineering,Steel,,,operating,launch,22.3102,114.0425,2012,,,335.28000000000003,,,0,71.52000000000001,1.12,,,194.0,1728.0,24.0
Cliffhanger (Colorado roller coaster),Colorado roller coaster,S&MC,,Steel,,cyclone,,,,,2012,2008.0,17.0688,,,,0,54.400000000000006,1.2192,,,80.0,,
Dauling Dragon,,Martin & Vleminckx,The Gravity Group,Wood,racing,,operating,lift,30.5912,114.3879,2012,,32.004000000000005,1192.9872,,,0,,,,,,,24.0
Dinoconda,China Dinosaurs Park,S&S – Sansei Technologies,,Steel,4th dimension,,operating,,31.8245,119.9955,2012,,69.00672,1050.0055200000002,,,3,125.28,,,,,,24.0
Dragonfly ,Duinrell,Gerstlauer,,Steel,,,operating,,52.1472,4.3785,2012,,14.996160000000001,110.03280000000001,,97.0,0,49.760000000000005,1.0,,2.9,83.0,750.0,4.0
Firebird ,,Bolliger & Mabillard,Werner Stengel,Steel,floorless,twister,,lift,,,2012,2011.0,30.48,883.9200000000001,27.432000000000002,,2,88.0,1.3716,1.9304,,120.0,1220.0,24.0
Goliath (Six Flags New England),Six Flags New England,Vekoma,Stefan Holtman,Steel,inverted,,,lift,,,2012,,58.399680000000004,367.00968,53.949600000000004,90.0,3,104.96,1.3716,1.905,4.5,92.0,870.0,32.0
Iron Shark,Galveston Island Historic Pleasure Pier,Gerstlauer,,Steel,euro-fighter,,operating,lift,29.2858,-94.7895,2012,,30.48,379.7808,,,4,83.2,1.2192,,,60.0,,8.0
Lego Technic Test Track,,Mack Rides,,Steel,,wild mouse,,lift,,,2012,,15.78864,121.92,4.63296,,0,56.0,,,,95.0,,4.0
Leviathan (Canada's Wonderland),Canada's Wonderland,Bolliger & Mabillard,Werner Stengel[3],Steel,hyper,out and back,operating,lift,43.8445,-79.5424,2012,,93.29928000000001,509.6256,28.43784,80.0,0,147.20000000000002,1.37,2.0300000000000002,4.5,208.0,1650.0,
Manta (SeaWorld San Diego),SeaWorld San Diego,Mack Rides,,Steel,,,operating,launch,32.7671,-117.228,2012,,9.144,864.1080000000001,16.4592,,0,68.8,1.2192,,3.5,116.0,1400.0,20.0
OzIris,Parc Astérix,Bolliger & Mabillard,,Steel,,,operating,lift,49.1342,2.5663,2012,,39.98976,999.744,34.99104,,5,89.60000000000001,1.2953999999999999,,,135.0,1600.0,32.0
Polar X-plorer,Legoland Billund,Zierer,,Steel,custom,,operating,lift,55.737,9.1218,2012,,19.99488,,,,0,64.64,,,,,,
Shambhala ,PortAventura Park,Bolliger & Mabillard,,Other,hyper,,operating,lift,41.0847,1.1564,2012,,75.98664000000001,476.7072,23.7744,77.4,0,133.28,1.397,,3.8,180.0,1680.0,32.0
Skyrush,Hersheypark,Intamin,Werner Stengel,Steel,wing,twister,operating,lift,,,2012,,60.96,1097.28,64.61760000000001,85.0,0,120.0,1.3716,1.9558000000000002,5.0,63.0,,32.0
Stinger ,,Vekoma,,Other,,,in production,,,,2012,,40.02024000000001,309.00624,,,3,80.0,,,,90.0,,
Superman: Ultimate Flight (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Premier Rides,,Steel,sky rocket,,operating,launch,38.1386,-122.231,2012,,45.72,263.0424,41.148,90.0,1,99.2,1.3208000000000002,,,45.0,,12.0
The Swarm ,Thorpe Park,Bolliger & Mabillard,,Steel,custom,,operating,lift,51.4056,-0.5154,2012,,38.58768,236.22,,,5,94.4,1.4000000000000001,1.96,4.5,75.0,1100.0,28.0
The Walking Dead: The Ride,Thorpe Park Resort,Vekoma,Vekoma,Steel,custom,custom,operating,lift,51.4036,-0.5132,2012,,12.710160000000002,399.98904,9.7536,,0,44.32,1.4000000000000001,,2.4,120.0,700.0,10.0
Triops ,,Vekoma,,Other,,,in production,,,,2012,,40.02024000000001,309.00624,,,3,80.0,,,,90.0,,
Verbolten,Busch Gardens Williamsburg,Zierer,,Steel,,terrain,operating,launch,37.2315,-76.6449,2012,,,864.1080000000001,26.822400000000002,,0,84.80000000000001,1.2192,,,205.0,,16.0
Wild Eagle,Dollywood,Bolliger & Mabillard,,Steel,wing,,operating,lift,35.7947,-83.5301,2012,,64.00800000000001,953.1096,41.148,,4,97.60000000000001,1.27,1.9812,,142.0,,28.0
Wild West Express Coaster,,Zierer,Ing.-Büro Stengel GmbH,Steel,tivoli,oval,,,,,2012,2009.0,3.048,60.0456,,,0,25.6,,,,,600.0,
Wodan Timbur Coaster,Europa-Park,Great Coasters International,,Wood,,,operating,lift,48.2614,7.7192,2012,,39.9288,1049.7312,,52.0,0,99.36000000000001,1.2,,3.5,205.0,1250.0,24.0
X-Flight (Six Flags Great America),Six Flags Great America,Bolliger & Mabillard,,Steel,wing,twister,operating,lift,42.3654,-87.9338,2012,,36.576,914.4000000000001,,,5,88.0,1.3716,1.9812,,75.0,,32.0
Abyss ,Adventure World,Gerstlauer,,Steel,euro-fighter,custom,operating,lift,-32.0955,115.817,2013,,29.992320000000003,192.024,9.2964,100.0,3,84.48,1.25,,4.5,120.0,,8.0
Boomerang (Six Flags St. Louis),Six Flags St. Louis,Vekoma,,Steel,boomerang,,,lift,,,2013,2012.0,35.5092,284.988,32.9184,65.0,3,75.2,1.2192,,5.2,108.0,760.0,28.0
Coast Rider,Knott's Berry Farm,Mack Rides,,Steel,,wild mouse,operating,,33.845,-118.0019,2013,,15.8496,408.1272,,,0,,1.1176000000000001,,,150.0,,
Crazy Bird,Happy Valley Tianjin,S&S – Sansei Technologies,,Steel,el loco,,operating,,39.1847,117.4686,2013,,,118.872,9.144,120.0,2,,,,,,,
Deep Space ,Adlabs Imagica,Premier Rides,,Steel,sky rocket,,operating,launch,18.7647,-73.2805,2013,,17.498568,519.9888000000001,,,2,68.0,1.3208000000000002,,,116.0,600.0,12.0
Flying Turns (Knoebels),Knoebels Amusement Resort,Knoebels Amusement Resort,John Fetterman,Wood,,,operating,,40.8784,-76.5051,2013,,15.24,396.24,,,0,38.400000000000006,1.0668000000000002,,,,,6.0
Freedom Flyer,Fun Spot America,Vekoma,,Steel,suspended family,twister,operating,lift,28.4662,-81.4561,2013,,19.59864,394.99032000000005,,,0,54.720000000000006,0.9144,,2.5,63.0,758.0,20.0
Full Throttle ,Six Flags Magic Mountain,Premier Rides,,Steel,,terrain,operating,launch,34.4232,-118.5972,2013,,48.768,670.5600000000001,,,2,112.0,1.3716,,4.0,90.0,800.0,18.0
GateKeeper ,Cedar Point,Bolliger & Mabillard,,Steel,wing,out and back,operating,lift,41.4806,-82.679,2013,,51.816,1269.1872,49.9872,,6,107.2,1.3208000000000002,1.9812,4.0,160.0,1710.0,32.0
Gold Striker,California's Great America,Great Coasters International,Jeff Pike,Wood,,,operating,lift,37.3967,-121.9749,2013,,32.97936,974.4456,31.48584,50.0,0,85.92000000000002,1.2192,,4.2,150.0,850.0,24.0
Hades 360,Mt. Olympus Water & Theme Park,The Gravity Group,,Wood,,,operating,,43.617,-89.7893,2013,,41.4528,1446.5808000000002,42.672000000000004,65.0,1,96.0,1.2192,,3.5,140.0,,24.0
Iron Rattler,Six Flags Fiesta Texas,Rocky Mountain Construction,Alan Schilke,Steel,i-box,terrain,operating,lift,,,2013,,54.559200000000004,995.4768,52.1208,81.0,1,112.0,1.2192,,,,850.0,24.0
The Joker (Six Flags México),Six Flags México,Gerstlauer,Werner Stengel,Steel,,,,lift,19.2951,-99.2082,2013,2012.0,14.630400000000002,411.7848,8.2296,,0,49.6,1.0668000000000002,,,,,
Karacho,Erlebnispark Tripsdrill,Gerstlauer,Imaginvest,Steel,,infinity,operating,launch,49.0377,9.0544,2013,,29.992320000000003,213.36,,,4,89.44,1.25,,,,960.0,
Nitro (Imagicaa),Imagicaa,Bolliger & Mabillard,,Steel,floorless,twister,operating,lift,18.7664,73.28,2013,,40.2336,853.44,,,5,104.32000000000001,1.3208000000000002,,,150.0,,24.0
Orkanen,Fårup Sommarland,Vekoma,,Steel,suspended family,twister,operating,lift,57.27,9.6453,2013,,19.29384,452.99376,,,0,74.56,1.05,,3.0,60.0,670.0,20.0
Outlaw Run,Silver Dollar City,Rocky Mountain Construction,Alan Schilke,Wood,topper,terrain,operating,lift,36.6681,-93.34,2013,,32.6136,895.1976000000001,49.3776,81.0,3,108.80000000000001,1.2192,,,87.0,,24.0
Ring Racer,Nürburgring,S&S - Sansei Technologies,,Steel,custom,oval,closed,launch,50.3361,6.9492,2013,2013.0,37.4904,369.4176,,,0,159.04000000000002,1.397,,5.6,85.0,400.0,
The Smiler,Alton Towers,Gerstlauer,,Steel,,infinity,operating,lift,52.9872,-1.8953,2013,,,1170.00528,29.992320000000003,,14,84.48,1.4000000000000001,,4.8,165.0,1200.0,16.0
Smoky Mountain Alpine Coaster,,Wiegand,,Steel,custom,,operating,lift,35.7934,-83.5965,2013,,1199.9976000000001,,,,0,43.2,1.4224,,,,,2.0
Storm Coaster,Sea World (Australia),Mack Rides,,Steel,,water,operating,lift,-27.9563,153.4258,2013,,28.011120000000002,143.256,,,0,69.60000000000001,1.1,,3.0,120.0,,8.0
White Lightning ,Fun Spot America,Great Coasters International,,Wood,custom,out and back,operating,lift,28.4662,-81.4564,2013,,21.244560000000003,619.3536,20.482560000000003,58.0,0,70.88,1.1684,,,75.0,,12.0
Wild Kitty,,Allan Herschell Company,,Steel,little dipper,oval,,,,,2013,,3.6576000000000004,,,,0,,,,,,100.0,
Woodstock Express (Kings Dominion),Kings Dominion,Philadelphia Toboggan Coasters,John C. Allen,Wood,,,operating,,37.8405,-77.4422,2013,,10.668000000000001,422.148,9.144,,0,56.0,1.016,,,100.0,1200.0,20.0
Alpina Blitz,Nigloland,Mack Rides,,Steel,,,operating,lift,48.2617,4.6149,2014,,33.009840000000004,219.15120000000002,,,0,82.56,,,4.3,,,16.0
Arthur – The Ride,Europa-Park,Mack Rides,,Steel,,,operating,,48.2639,7.7237,2014,,13.50264,167.64000000000001,,,0,30.880000000000003,1.0,,,240.0,1600.0,12.0
Banshee ,Kings Island,Bolliger & Mabillard,,Steel,inverted,terrain,operating,lift,39.3457,-84.2655,2014,,50.9016,1256.9952,45.72,,7,108.80000000000001,1.3208000000000002,1.9812,,160.0,1650.0,32.0
The Bat (Kings Island; opened 1993),Kings Island,Arrow Dynamics,,Steel,suspended,terrain,operating,lift,39.3476,-84.2652,2014,,23.7744,716.8896000000001,21.336000000000002,45.0,0,81.60000000000001,1.2192,,2.9,112.0,1200.0,28.0
Dragon Wagon (Indiana Beach),Indiana Beach,Wisdom Rides,,Steel,,,closed,lift,40.79,-86.7713,2014,2018.0,,,,,0,,,,,,,
Family Inverted Coaster (Happy Valley Shanghai),Happy Valley Shanghai,Bolliger & Mabillard,,Steel,inverted,,operating,lift,31.0973,121.2087,2014,,19.99488,405.01824,,,0,48.64,,,,,,
FireChaser Express,Dollywood,Gerstlauer,,Steel,custom,,operating,launch,35.7947,-83.5301,2014,,23.7744,739.7496,,,0,55.2,0.9906,,,139.0,750.0,14.0
Flight of the Hippogriff,,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",Universal Creative,Steel,junior,,,lift,,,2014,,13.014960000000002,335.00568,,,0,45.6,0.9144,,,66.0,,16.0
Flug der Dämonen,Heide Park Resort,Bolliger & Mabillard,,Steel,wing,,operating,lift,53.0262,9.8796,2014,,39.98976,235.3056,,,5,99.36000000000001,1.4000000000000001,1.95,4.0,52.0,1060.0,24.0
Goliath (Six Flags Great America),Six Flags Great America,Rocky Mountain Construction,Alan Schilke,Other,topper,,operating,lift,42.3661,-87.9311,2014,,50.292,944.88,54.864000000000004,85.0,2,115.2,1.2192,,,105.0,800.0,24.0
Harry Potter and the Escape from Gringotts,Universal Studios Florida,Intamin,Universal Creative,Steel,,,operating,launch,28.4803,-81.47,2014,,,182.88,,50.0,0,,1.0668000000000002,,,300.0,,24.0
Helix ,Liseberg,Mack Rides,Ing.-Büro Stengel GmbH,Steel,,,operating,launch,57.6953,11.9908,2014,,40.9956,420.9288,,,7,99.36000000000001,1.2953999999999999,,4.3,130.0,1350.0,20.0
Lightning Run,Kentucky Kingdom,Chance Rides,,Other,hyper,,operating,,38.1965,-85.744,2014,,,762.0,30.48,80.0,0,88.0,,,,120.0,800.0,20.0
El Loco (Adventuredome),Adventuredome,S&S – Sansei Technologies,,Steel,,,operating,,36.1375,-115.1666,2014,,27.432000000000002,396.24,,90.0,2,72.0,1.2192,,,73.0,,
Medusa Steel Coaster,Six Flags México,Rocky Mountain Construction,Alan Schilke,Steel,i-box,,operating,lift,19.2945,-99.2112,2014,,35.9664,914.4000000000001,30.48,54.0,3,92.80000000000001,1.2953999999999999,,,105.0,,24.0
Parrot Coaster,Chime-Long Ocean Kingdom,Bolliger & Mabillard,,Steel,wing,twister,operating,lift,22.1016,113.529,2014,,50.01768,389.5344,,,3,107.2,1.4000000000000001,,,,,32.0
Ragin' Cajun ,,Zamperla,,Steel,,wild mouse,,lift,,,2014,2013.0,13.014960000000002,419.98392000000007,,,0,46.56,1.2192,,2.5,90.0,900.0,4.0
Roar-o-Saurus,Story Land,The Gravity Group,,Wood,,,operating,lift,44.1161,-71.1828,2014,,12.192,377.952,11.5824,,0,52.800000000000004,,,,,,12.0
Scorpion Express,Chessington World of Adventures,Mack Rides,,Steel,blauer enzian,,operating,,51.3494,-0.318,2014,,4.69392,78.9432,,,0,35.839999999999996,0.9,,,105.0,700.0,40.0
Seven Dwarfs Mine Train,,Vekoma,Walt Disney Imagineering,Steel,custom,custom,,lift,,,2014,,,609.6,11.8872,,0,54.400000000000006,0.9652,,,170.0,,20.0
Speed – The Ride,,Premier Rides,Werner Stengel,Steel,,,,,,,2014,2011.0,68.2752,416.052,,90.0,1,112.0,1.3716,,3.5,45.0,1600.0,
Thunderbird (Holiday World),Holiday World & Splashin' Safari,Bolliger & Mabillard,,Steel,wing,,operating,launch,38.1242,-86.909,2014,,42.672000000000004,925.0680000000001,,,4,96.0,1.3208000000000002,1.9812,,78.0,1140.0,20.0
Thunderbolt (2014 roller coaster),Luna Park,Zamperla,,Steel,,,operating,lift,40.5735,-73.9826,2014,,35.052,680.9232000000001,34.1376,,4,89.60000000000001,1.27,,4.3,38.0,,
Twist Coaster Robin,Yomiuriland,Sansei Technologies,S&S Worldwide,Steel,,,closed,,35.6253,139.5194,2014,2014.0,18.98904,95.4024,,93.0,2,61.6,,,3.9,,,
Wonder Mountain's Guardian,Canada's Wonderland,Art Engineering,Triotech,Steel,4th dimension,,operating,lift,43.84,-79.54,2014,,18.288,92.90304,,,0,,1.07,,,180.0,650.0,8.0
Zimerman ,,Arrow Dynamics,,Steel,looping,,,lift,,,2014,2005.0,21.336000000000002,477.012,19.812,,3,88.0,,,,80.0,,28.0
Acrobat ,Nagashima Spa Land,Bolliger & Mabillard,,Steel,flying,,operating,lift,,,2015,,43.00728,1021.0190400000001,,,4,89.44,1.35,1.98,,180.0,,
Baron 1898,Efteling,Bolliger & Mabillard,,Steel,dive,,operating,lift,51.6482,5.0508,2015,,29.992320000000003,152.7048,11.43,87.0,2,89.44,1.3208000000000002,,,130.0,1000.0,18.0
Batman: The Ride (S&S Free Spin),S&S Free Spin,S&S – Sansei Technologies,Alan Schilke,Steel,4th dimension,,,lift,,,2015,,36.576,310.5912,16.4592,,6,60.800000000000004,1.2192,,,,720.0,8.0
Cannibal ,Lagoon,Lagoon Corporation,Dal Freeman (Lagoon),Steel,,,operating,,40.9874,-111.8955,2015,,63.3984,833.628,,116.0,4,112.0,1.2192,,4.2,150.0,,12.0
Freestyle ,,TOGO,,Steel,stand-up,,,lift,,,2015,2014.0,26.791920000000005,119.17375200000001,7.802880000000001,,1,81.60000000000001,1.4000000000000001,,,92.0,,24.0
Fury 325,Carowinds,Bolliger & Mabillard,,Steel,hyper,,operating,lift,35.1055,-80.9425,2015,,99.06,2012.2896,97.536,81.0,0,152.0,1.3716,,,,1470.0,32.0
Harpy (Xishuangbanna Theme Park),Xishuangbanna Theme Park,Bolliger & Mabillard,,Steel,flying,,closed,lift,22.0277,100.742,2015,,40.02024000000001,884.9868,,,2,84.48,,,,,,
Impulse ,Knoebels Amusement Resort,Zierer,,Steel,custom,,operating,lift,40.8798,-76.5018,2015,,29.8704,601.98,,90.0,4,88.0,1.2192,,,80.0,,24.0
Jumbo Jet (Chelyuskintsev Park),Chelyuskintsev Park,Anton Schwarzkopf,Werner Stengel,Steel,jet,,,lift,,,2015,,17.0688,,,,0,,,,,,,
Junker ,PowerPark,Gerstlauer,,Steel,,infinity,operating,launch,63.2309,22.8555,2015,,40.02024000000001,859.9932,,,3,103.84000000000002,1.3,,4.5,60.0,,
Klondike Gold Mine ,,Pinfari,Pinfari,Steel,zl42,,,,,,2015,,,,,,1,,,,,,,
Laff Trakk,Hersheypark,Maurer AG,,Steel,,custom,operating,lift,40.2935,-76.6551,2015,,15.5448,426.72,,,0,64.0,1.0668000000000002,1.9304,,70.0,850.0,
Oblivion: The Black Hole,Gardaland,Bolliger & Mabillard,,Steel,dive,,operating,lift,45.4582,10.7111,2015,,42.48912000000001,565.9831200000001,,87.0,2,99.52000000000001,1.4000000000000001,1.95,,,1890.0,18.0
Octonauts Rollercoaster Adventure,Alton Towers,Zamperla,,Steel,junior,,operating,lift,,,2015,,6.492240000000001,143.01216,2.9870400000000004,,0,,0.9,,,,,14.0
Puss in Boots' Giant Journey,Universal Studios Singapore,Zamperla,,Steel,custom,,operating,lift,1.2545,103.8245,2015,,17.00784,129.84480000000002,,,0,,1.0,,,,,
Rewind Racers,Adventure City,Gerstlauer,,Steel,family,,operating,lift,33.8151,-117.993,2015,,11.97864,180.99024,,,0,49.760000000000005,0.9906,,,,,14.0
Rougarou ,Cedar Point,Bolliger & Mabillard,Werner Stengel,Steel,floorless,,operating,lift,41.4826,-82.6874,2015,,44.196000000000005,1188.72,41.757600000000004,52.0,4,96.0,1.3716,1.9812,,160.0,1800.0,32.0
T3 ,Kentucky Kingdom,Vekoma,,Steel,slc,,operating,lift,38.1941,-85.747,2015,,30.998160000000002,661.99512,,,5,79.52000000000001,1.3208000000000002,2.0066,,96.0,900.0,14.0
Tempesto,Busch Gardens Williamsburg,Premier Rides,,Steel,sky rocket,,operating,launch,37.2347,-76.6421,2015,,45.72,263.0424,41.148,,1,99.2,1.3716,,,,,18.0
The Cú Chulainn Coaster,Tayto Park,The Gravity Group,,Wood,,,operating,lift,53.5427,-6.4628,2015,,32.004000000000005,332.8416,9.4488,,0,89.44,,,,165.0,700.0,
The Oath of Kärnan,Hansa-Park,Gerstlauer,Werner Stengel,Steel,hyper,terrain,operating,lift,54.0769,10.78,2015,,72.9996,376.428,20.4216,90.0,1,126.24000000000001,1.3,,5.0,217.0,200.0,16.0
